IMG,TROOP,STATION,DATE,"LOCATION","e_relation","e_cross_street",Town,county,VEHICLES STOPPED,FAULTY EQUIPMENT,W/O DRIVERS LICENSE,W/O REG CARD,TRAFFIC VIOLATION,WARNING NOTICES,verbal warnings,CITATIONS,CITATIONS/SECTION,1115,1301,1301a,1311,1332,1334,1336,1371,1372,1501,1501,1502,1504a,1505,1510,1511,1511a,1515,"1543",1543A,1543b,1571,1572,1574,1575,1781,1786,3102,3111,3112,3309,3310,3311,3314,3321,3322,3323,3332,3334,3352,3361,3362,3525,3709,3714,3715,3718,3736,3746,3802,3809,4107,4301,4303,4307,4523,4524,4525,4533,4536,4581,4581A,4582,4701,4702,4703,4703A,4706,4729,4730,4882,4903,4905,4925,4942,6308,6502,7101,7711,8306,NOTES
3586,E,Franklin 1530,3/7/2012,SR 3025 @ T-678,,,Cranberry Township,Venango County,40,3,0,2,5,9,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
3587,E,Franklin 1530,3/14/2012,Meadow Road at Rex Lane,,,Cranberry Township,Venango County,55,3,2,1,0,11,,2,,,,,,,,,1,,,`,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,E,Franklin 1530,4/18/2012,SR 4009 @ SR 4020,,,Oakland Township,Venango County,17,1,0,1,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3590,E,Franklin 1530,6/14/2012,SR 308 @ ST 08 underpass,,,Irwin Township,Venango County,30,1,1,0,1,5,,3,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3592,E,Franklin 1530,7/21/2012,SR 227 @ T-555,,,Cornplanter Twp,Venango County,35,0,3,3,2,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
3594,E,Franklin 1530,7/28/2012,Volunter Fire Department SR 3021,,,Sandycreek Township,Venango County,30,3,0,3,2,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3596,E,Franklin 1530,8/20/2012,bucktail road @ SR 3019,,,Cranberry Township,Venango County,15,0,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,E,Franklin 1530,9/18/2012,"SR 2013, 2/10 mile N of Kennerdell Road",,,Rockland Township,Venango County,42,0,0,2,0,7,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3599,E,Franklin 1530,10/24/2012,Victory Church Road @ Bucktail Road,,,Cranberry Township,Venango County,6,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,E,Girard 1540,12/18/2009,SR 20 at Lourdes Drive,,,Girard Borough,Erie County,63,0,2,1,0,12,,7,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joint with sobriety checkpoint
3601,E,Girard 1540,1/14/2010,SR 18 (Meadville Road),,,Platea Borough,,57,0,2,4,1,8,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,
3602,E,Girard 1540,2/23/2010,West Peach Street,,,Platea Borough,Erie County,16,1,1,1,0,5,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3603,E,Girard 1540,3/9/2010,SR 20 in front of Lockwood Dodge,,,Girard Borough,Erie County,59,2,3,2,0,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3604,E,Girard 1540,4/20/2010,SR 3008 ,,,Elk Creek Township,Erie County,25,0,2,1,0,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3605,E,Girard 1540,5/28/2010,R 5,,,Lake City Borough,Erie County,52,2,4,5,0,33,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3606,E,Girard 1540,6/14/2010,SR 215 at Old Albion Road,,,Springfield Township,Erie County,33,0,0,1,0,2,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
3607,E,Girard 1540,7/12/2010,SR 18,,,Conneaut Township,Erie County,53,7,2,7,0,19,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
3608,E,Girard 1540,8/9/2010,SR 015 approx 1/4 mile south of SR 0020,,,Springfield Township,,29,0,2,0,0,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3609,E,Girard 1540,9/27/2010,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3610,E,Girard 1540,10/25/2010,Sampson Road at Nash Road,,,Springfield Township,Erie County,26,0,1,2,0,4,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3611,E,Girard 1540,11/3/2010,Nye Road,,,Springfield Township,Erie County,10,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3612,E,Girard 1540,12/22/2010,West Peach Street,,,Platea Borough,Erie County,13,0,1,0,1,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,E,Girard 1540,1/29/2011,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3614,E,Girard 1540,2/27/2011,Maple Ave,,,Fairview Township,Erie County,16,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3615,E,Girard 1540,3/29/2011,Crossingville Road,,,Elk Creek Township,Erie County,16,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3616,E,Girard 1540,4/16/2011,middle Road,,,Girard Borough,Erie County,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,E,Girard 1540,5/13/2011,West Middle Road,,,Springfield Township,Erie County,15,3,2,1,0,5,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3618,E,Girard 1540,6/7/2011,Thrasher Road,,,Cranesville Borough,Erie County,11,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3619,E,Girard 1540,7/25/2011,middle Road,,,Fairview Township,Erie County,64,2,1,1,0,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,
3620,E,Girard 1540,8/24/2011,Cross Station Road,,,Girard Township,Erie County,19,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3621,E,Girard 1540,9/14/2011,Underidge Road,,,Springfield Township,Erie County,12,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3622,E,Girard 1540,10/13/2011,Rt 6N,,,Elk Creek Township,Erie County,101,4,0,1,1,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3623,E,Girard 1540,11/16/2011,Rt 18 at Moses and Pennside Roads,,,Conneaut Township,,82,1,1,0,0,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3624,E,Girard 1540,1/25/2012,Elk Park Road,,,Girard Township,Erie County,30,1,1,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3625,E,Girard 1540,2/27/2012,Heidler Road,,,Fairview Township,Erie County,34,3,0,2,0,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3626,E,Girard 1540,3/12/2012,SR 18,,,Conneaut Township,Erie County,92,2,1,0,0,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,E,Girard 1540,4/30/2012,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3628,E,Girard 1540,6/27/2012,West Middle Road,,,Springfield Township,Erie County,25,2,1,0,2,1,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,
3629,E,Girard 1540,9/26/2012,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3630,E,Girard 1540,10/26/2012,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3631,E,Girard 1540,7/2/2012,McCray Road,,,Fairview Township,Erie County,18,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,E,Girard 1540,8/15/2012,Dutch Road,,,Fairview Township,Erie County,76,0,0,0,0,0,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633,E,Meadville 1550,4/7/2010,SR 3016 @ Norrisville Road,,,Vernon Township,Crawford County,79,0,1,0,0,13,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3634,E,Meadville 1550,12/2/2009,SR 285,,,Greenwood Township,Crawford County,97,2,2,1,3,11,,8,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
3636,E,Meadville 1550,1/25/2010,SR 285,,,Greenwood Township,Crawford County,20,1,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3638,E,Meadville 1550,2/4/2010,SR 3004 Adamsville Road,,,Greenwood Township,Crawford County,21,1,0,0,0,4,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2 insurance warnings and 1 seatbelt warning
3640,E,Meadville 1550,3/9/2010,SR 77 ,,,Blooming Valley Borough,Crawford County,214,2,1,3,1,10,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3642,E,Meadville 1550,3/17/2010,SR 285,,,Greenwood Township,Crawford County,57,0,0,0,0,3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"warnings, two 4107b2 and 1786"
3644,E,Meadville 1550,4/7/2010,SR 3016 @ Norrisville Road,,,Vernon Township,Crawford County,79,0,1,0,0,13,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3647,E,Meadville 1550,4/24/2010,Wheeler Road,,,Conneaut Township,Crawford County,10,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Traffic safety checkpoint conducted at scene of the double homicide. No violations.
3649,E,Meadville 1550,5/20/2010,SR 3011 Linesville Hartstown Road,,,Pine Township,Crawford County,110,0,1,1,0,5,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,"Additional warnings were for insurance (1), emissions (1), and seatbelt (1)"
3651,E,Meadville 1550,6/15/2010,SR 285,,,Greenwood Township,Crawford County,30,0,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3653,E,Meadville 1550,7/13/2010,Harmonsburg Road,,,Vernon Township,Crawford County,63,0,0,2,1,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3654,E,Meadville 1550,8/27/2010,Adamsville Road,,,Greenwood Township,Crawford County,15,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,E,Meadville 1550,9/10/2010,SR 2003 (Mercer Pike),,,Union Township,Crawford County,27,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3656,E,Meadville 1550,10/1/2010,SR 618,,,Summit Township,Crawford County,101,2,4,0,3,6,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,Illegal alien apprehended - turned over to border patrol (E05-1415710)
3657,E,Meadville 1550,11/3/2010,SR 4009 N Moisertown Road @ Maple Road,,,Hayfield Township,Crawford County,20,1,0,3,0,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2 warnings for seatbelts
3658,E,Meadville 1550,11/15/2010,Lyona Road,,,Richmond Township,Crawford County,62,0,2,1,0,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,
3659,E,Meadville 1550,12/29/2010,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3660,E,Meadville 1550,1/26/2011,SR 618 ,,,Summit Township,Crawford County,40,0,0,0,3,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3661,E,Meadville 1550,2/15/2011,SR 3016,,,Vernon Township,Crawford County,60,0,2,1,1,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,E,Meadville 1550,3/25/2011,SR 198,,,Hayfield Township,Crawford County,92,2,1,0,0,20,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,1,,,"20 warnings, 9 insurance, 5 registration, 1 car seat, 1 inspection, 1 license plate obstruction, and 1 driver's license"
3663,E,Meadville 1550,3/21/2011,SR 285,,,"Village of Geneva, Greenwood Township",Crawford County,36,0,1,0,2,3,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3664,E,Warren 1560,4/30/2011,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3665,E,Warren 1560,5/10/2011,SR 0062,,,Pleasant Township,Warren County,46,4,2,3,0,9,,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3666,E,Meadville 1550,5/13/2011,SR 198,,,Conneautville Borough,Crawford County,30,6,1,0,2,9,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
3667,E,Meadville 1550,5/27/2011,SR 3005 at Dam Rd,,,South Shenango Township,Crawford County,51,3,1,4,2,18,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2 warnings for seatbelt
3668,E,Meadville 1550,6/3/2011,SR 2003 (Mercer Pike),,,Greenwood Township,Crawford County,25,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,E,Meadville 1550,6/13/2011,"SR 2010, Franklin Pike",,,E Fairfield Township,Crawford County,32,0,3,4,0,10,,4,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1 seatbelt warning
3670,E,Meadville 1550,7/13/2011,SR 285,,,Greenwood Township,Crawford County,55,0,1,3,0,9,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,"Warnings also issued for: Failure to produce financial responsibility card, current registration sticker not displayed and seatbelt fraction"
3672,E,Meadville 1550,7/26/2011,Adamsville Road,,,Greenwood Township,Crawford County,31,2,0,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warnings issued for faulty equipment and seatbelt
3673,E,Meadville 1550,8/5/2011,"Wilson Chutes Road, 1/2 mile north of SR 322",,,Union Township,Crawford County,31,0,0,0,0,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,
3674,E,Meadville 1550,9/17/2011,SR 198 1/4 mile east of Canal Road,,,summerhill township,Crawford County,80,2,3,5,10,20,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
3676,E,Meadville 1550,9/21/2011,Wilson Chutes Road,,,West Mead Township,Crawford County,61,0,1,4,0,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3678,E,Meadville 1550,10/5/2011,SR 285,,,"Village of Geneva, Greenwood Township",Crawford County,80,0,2,2,0,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warnings were also issued for: failure to produce financial responsibility card
3680,E,Meadville 1550,10/18/2011,Wilson Chutes Road,,,West Mead Township,Crawford County,67,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,E,Meadville 1550,11/16/2011,SR 3004 ,,,Greenwood Township,Crawford County,31,0,0,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,E,Meadville 1550,1/31/2012,SR 3004,,,Greenwood Township,Crawford County,31,1,0,1,3,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
3685,E,Meadville 1550,2/1/2012,SR 2008,,,West Mead Township,Crawford County,67,3,3,3,2,9,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3686,E,Meadville 1550,2/15/2012,SR 3004,,,Greenwood Township,Crawford County,10,1,1,0,0,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,E,Meadville 1550,3/7/2012,Linesville/Hartstown Road,,,Pine Township,Crawford County,32,1,1,1,3,4,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,E,Meadville 1550,4/18/2012,Erie Street,,,Saegertown Borough,Crawford County,44,0,4,4,0,8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,E,Meadville 1550,4/25/2012,SR 618,,,Summit Township,Crawford County,61,0,3,3,9,15,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,E,Meadville 1550,6/19/2012,SR 285,,,"Geneva, Greenwood Township",Crawford County,112,2,1,1,0,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,E,Meadville 1550,6/27/2012,Wilson Chutes Road (SR 2008),,,West Mead Township,Crawford County,3,0,1,3,0,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,E,Meadville 1550,7/25/2012,Erie Street,,,Saegertown Borough,Crawford County,42,0,4,2,2,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
3695,E,Meadville 1550,8/7/2012,SR 618,,,Summit Township,Crawford County,37,0,1,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
3696,E,Meadville 1550,8/24/2012,SR 2008,,,West Mead Township,Crawford County,46,0,1,2,1,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3697,E,Meadville 1550,9/29/2012,Adamsville Road at Powder Road,,,Greenwood Township,Crawford County,23,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,E,Meadville 1550,10/24/2012,"middle Road, 1/10 mile west of Cotton Road",,,,,28,1,0,1,0,5,,6,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,E,Warren 1560,12/1/2009,n/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,E,Warren 1560,1/23/2010,Old Route 6,,,Brokenstraw Township,Warren County,35,0,0,3,0,6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,E,Warren 1560,2/17/2010,N/a,,,,,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,E,Warren 1560,3/21/2010,SR 3005 Pleasant Drive,,,,,44,7,3,2,0,12,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
